,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,user_utterance_english,bot_utterance_english,Contained technical issue
1027,1040,10,89.0,2023-08-09 10:39:19.459371,ist ok,Follow/Neutral,,,Summary,2023-08-09 10:39:44.921597,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch geäußert, weniger zu prokrastinieren, um effektiver arbeiten zu können und dadurch mehr Freizeit zu haben. Du bist dir deines Problems bewusst und kennst auch einige Werkzeuge, die dir dabei helfen könnten. Allerdings hast du Schwierigkeiten bei der Umsetzung und dem konsequenten Durchhalten. Du fühlst dich manchmal allein und wünschst dir jemanden, der dich motiviert. Als Lösung hast du ein Belohnungssystem vorgeschlagen, ähnlich wie die Bing Rewards oder Prolific Umfrage Rewards, bei dem du kleine Geldbeträge für erreichte Leistungen erhältst. Habe ich noch etwas vergessen?",gut/hilfreich,,Follow/Neutral,,,It's okay,"Let me sum up our conversation so far. You have expressed the desire to procrastinate less in order to work more effectively and thus have more leisure time. You are aware of your problem and also know some tools that could help you with it. However, you have difficulties in implementing and persevering consistently. You sometimes feel alone and want someone to motivate you. As a solution, you have proposed a reward system, similar to the Bing Rewards or Prolific Survey Rewards, where you get small amounts of money for achieved achievements.",0.0
1028,1041,7,90.0,2023-08-09 10:40:37.953582,10,Follow/Neutral,,,,2023-08-09 10:40:52.960949,"Das ist großartig! Du bist also sehr bereit, die notwendigen Schritte zu unternehmen, um nachhaltiger zu leben. 

Nun, lass uns überlegen, was der nächste Schritt sein könnte. Was könntest du in den nächsten Tagen tun, um diesen Plan in die Tat umzusetzen",gut/hilfreich,,Follow/Neutral,,,10,"That's great! So you're very willing to take the necessary steps to live more sustainably. Well, let's think about what the next step might be. What could you do in the next few days to put this plan into practice?",1.0
1029,1042,11,89.0,2023-08-09 10:40:40.954939,nö,Follow/Neutral,,,Next Steps,2023-08-09 10:40:42.750931,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,Follow/Neutral,,,,Please tell me again what your next step will be concrete.,0.0
1030,1043,3,91.0,2023-08-09 10:40:47.990955,Ich lasse mich zu sehr von unwesentlichen dingen wie Handy und Medien ablenken und komme nicht dazu neue dinge zu erlernen oder mich bei der Arbeit und privat zu konzentrieren. ,sustain,Reason,ability,,2023-08-09 10:40:51.211698,"Wie zuversichtlich bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), dass du diese Veränderung durchführen kannst?",,,sustain,Reason,ability,I let myself be distracted too much by nonessential things such as mobile phone and media and do not come to learn new things or to concentrate at work and privately.,How confident are you on a scale from 0 (not at all) to 10 (very) that you can make this change?,0.0
1031,1044,4,91.0,2023-08-09 10:41:00.800567,5,Follow/Neutral,,,,2023-08-09 10:41:02.416529,Eine 5. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,5,A 5th that sounds like you're not too confident about this change. Please tell me more about your attitude. Why didn't you give a higher or lower value?,0.0
1032,1045,12,89.0,2023-08-09 10:41:15.654346,kaffe trinken,change,Reason,General Reason,Goodbye,2023-08-09 10:41:17.72188,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Reason,General Reason,Coffee drink,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
1033,1046,1,92.0,2023-08-09 10:41:54.663741,start,Follow/Neutral,,,,2023-08-09 10:41:57.034178,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",1.0
1034,1047,2,92.0,2023-08-09 10:42:25.346868,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-09 10:42:27.706422,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to procrastinate less,So you want to procrastinate less. Can you tell me something about why this change is important to you?,1.0
1035,1048,8,90.0,2023-08-09 10:42:35.257365,"Gute Frage, ich habe keine konkrete Idee. Gegenwärtig verzichte ich schon vollkommen auf Auto fahren, esse keinerlei tierischen Produkte und nutze Ökostrom",change,Taking Steps,,,2023-08-09 10:42:49.249548,"Es ist toll zu hören, dass du bereits so viele wichtige Schritte unternommen hast! Das zeigt, dass du bereits sehr engagiert bist. 

Hier sind einige weitere Ideen, die du in Betracht ziehen könntest: 

1. Überprüfe, ob es Möglichkeiten gibt, deinen Energieverbrauch zu Hause zu reduzieren. Vielleicht könntest du energieeffizientere Geräte nutzen oder deine Is",gut/hilfreich,"Die Antwort geht auf mein zuvor geschriebenes ein. Verbesserungswürdig ist jedoch, dass sie nicht vollendet ist und mitten im Satz aufhört",change,Taking Steps,,"Good question, I don't have a specific idea. At the moment, I'm not driving completely, I don't eat any animal products and use green electricity.",It is great to hear that you have already taken so many important steps! This shows that you are already very committed. Here are some more ideas that you could consider: 1. Check if there are ways to reduce your energy consumption at home. Maybe you could use more energy-efficient devices or your Is,1.0
1036,1049,3,92.0,2023-08-09 10:43:13.983466,"Ich will meine Arbeitszeit effizienter nutzen, damit ich mehr Freizeit habe und diese entspannter angehen kann, ohne schlechtes Gewissen, weil ich zu wenig geschafft habe",change,Reason,desire,,2023-08-09 10:43:19.097033,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,desire,"I want to use my working time more efficiently so that I can have more free time and take this more relaxed, without feeling guilty, because I have done too little",How important is this change on a scale from 0 (not at all) to 10 (very),1.0
1037,1050,4,92.0,2023-08-09 10:43:29.043734,9,Follow/Neutral,,,,2023-08-09 10:43:31.705433,Eine 9. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,9,A 9. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,1.0
1038,1051,5,91.0,2023-08-09 10:43:36.804845,"Ich kenne einige Methoden, wie Zeitmanagement pomodore usw. um schlechte Angewohnheiten abzulegen, aber auf lange Zeit falle ich wieder auf alte muster wenn ich, zum Beispiel; gestresst bin.",change,Reason,General Reason,Looking Back,2023-08-09 10:43:43.587486,"Du hast bereits erwähnt, dass du in der Vergangenheit schon einmal erfolgreich Methoden angewendet hast, um deine Prokrastination zu reduzieren. Erinnerst du dich an die Zeit, als du diese Methoden erfolgreich angewendet hast",gut/hilfreich,aufgreifen auf meine letzte Erfahrung mit Methoden als positivmerkmal,change,Reason,General Reason,"I know some methods, such as time management pomodore etc. to put off bad habits, but for a long time I fall back on old patterns when I am, for example; stressed.",You have already mentioned that in the past you have successfully used methods to reduce your procrastination. Remember the time you used these methods successfully.,0.0
1039,1052,5,92.0,2023-08-09 10:44:24.287241,"Ich bin auch so mindestens durchschnittlich, eher überdurchschnittlich produktiv, aber es beschäftigt mich im Alltag fast täglich und ist mir daher sehr wichtig.",change,Reason,need,Amplified,2023-08-09 10:44:36.001994,"Du bist also ohnehin schon ziemlich produktiv, und trotzdem verfolgt dich das Thema Prokrastination täglich. Wie sehr, glaubst du, würde es dein Leben verändern, wenn du diese Verhaltensweise ändern könntest",schlecht/unpassend,"Sie bringt mich nicht weiter, ich habe zuvor schon geschrieben, wie es mein Leben verändern würde: Mehr Freizeit und weniger Stress",change,Reason,need,"I am also so at least average, rather above average productive, but it concerns me almost daily in everyday life and is therefore very important to me.","So you're already pretty productive anyway, and yet the topic of procrastination haunts you every day. How much do you think it would change your life if you could change that behavior?",1.0
1040,1053,9,90.0,2023-08-09 10:44:37.965641,"Ich habe bereits alte Geräte wie meinen Kühlschrank oder die Waschmaschine durch neue, energieeffizientere Geräte ausgetauscht",Follow/Neutral,,,,2023-08-09 10:44:54.165797,"Das ist fantastisch! Du hast bereits so viele tolle Maßnahmen ergriffen, um nachhaltiger zu leben. Hier sind ein paar weitere Ideen, die du vielleicht noch nicht in Betracht gezogen hast:

1. Kaufe Second-Hand-Kleidung und -Möbel oder tausche Sachen mit Freunden und Familie, anstatt neu zu kaufen.
2. Reduziere deinen Wasserverbrauch, indem du kürzer",gut/hilfreich,,Follow/Neutral,,,"I have already replaced old appliances such as my fridge or the washing machine with new, more energy-efficient appliances",This is fantastic! You've already taken so many great steps to live more sustainably. Here are a few more ideas that you might not have considered: 1. Buy second-hand clothes and furniture or trade things with friends and family instead of buying new ones. 2. Reduce your water consumption by reducing your water consumption.,1.0
1041,1054,1,93.0,2023-08-09 10:44:51.360919,start,Follow/Neutral,,,,2023-08-09 10:44:54.083136,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",1.0
1042,1055,2,93.0,2023-08-09 10:45:23.84084,Ich möchte nachhaltiger leben,change,Reason,desire,,2023-08-09 10:45:26.966779,"Du möchtest also nachhaltiger leben. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to live more sustainably,So you want to live more sustainably. Can you tell me something about why this change is important to you?,1.0
1043,1056,6,92.0,2023-08-09 10:46:13.491934,Ich hätte mehr Freizeit und weniger Stress,Follow/Neutral,,,Elaboration,2023-08-09 10:46:24.350158,"Du würdest also mehr Freizeit haben und weniger Stress erleben. Kannst du mir ein konkretes Beispiel nennen, wann du das letzte Mal das Gefühl hattest, dass Prokrastination deine Freizeit und deinen Stresslevel beeinträchtigt hat",schlecht/unpassend,"Sie bringt mich nicht weiter. Es betrifft mich, wie zuvor geschrieben, nahezu täglich",Follow/Neutral,,,I'd have more free time and less stress,So you'd have more free time and less stress. Can you give me a concrete example of when you felt last time that procrastination affected your free time and your stress levels?,1.0
1044,1057,3,93.0,2023-08-09 10:46:20.405692,"Ich möchte meinen Teil dazu beitragen, dass wir den Klimawandel nicht noch weiter vorantreiben und dadurch ganz viele Leute noch mehr als teilweise heute schon leiden werden.",change,Reason,desire,,2023-08-09 10:46:25.443621,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,change,Reason,desire,I would like to contribute my part to the fact that we are not going to push climate change further and that this will cause a great many people to suffer even more than in part today.,"On a scale from 0 (not at all) to 10 (very), how interested are you in doing this change right now?",1.0
1045,1058,10,90.0,2023-08-09 10:46:36.854599,"Die erste Option kommt für mich nicht in Betracht bei Kleidung nicht in Betracht, für Möbel mache ich es mitunter auch schon. Mein Wasserverbrauch ist zudem bereits reduziert, weil ich nie bade, sondern immer nur kurz dusche am Tag",change,Taking Steps,,Summary,2023-08-09 10:47:06.416177,"Lass mich unser bisheriges Gespräch zusammenfassen. Du bist bemüht, nachhaltiger zu leben, und hast bereits viele Maßnahmen ergriffen. Du verzichtest komplett auf Autofahren, konsumierst keine tierischen Produkte und nutzt Ökostrom. Zudem hast du bereits alte Geräte durch energieeffizientere ersetzt und reduzierst deinen Wasserverbrauch durch kurzes Duschen. Second-Hand-Kleidung kommt für dich nicht in Betracht, aber du kaufst gelegentlich gebrauchte Möbel. Du bist hochmotiviert und bereit, weitere Schritte für einen nachhaltigeren Lebensstil zu unternehmen, allerdings fehlen dir aktuell konkrete Ideen. Habe ich noch etwas vergessen?",gut/hilfreich,,change,Taking Steps,,"The first option does not come into consideration for me with clothes, for furniture I do it sometimes already. My water consumption is also already reduced, because I never bath, but always only briefly shower a day","Let me sum up our conversation so far. You're trying to live more sustainably and you've already taken many measures. You don't want to drive, you don't consume animal products and you're using green electricity. You've already replaced old devices with more energy-efficient ones and you're reducing your water consumption by taking short showers. Second-hand clothing is not considered for you, but you buy used furniture occasionally. You're highly motivated and ready to take further steps for a more sustainable lifestyle, but you're currently missing concrete ideas. Have I forgotten anything?",1.0
1046,1059,4,93.0,2023-08-09 10:46:39.978716,7,Follow/Neutral,,,,2023-08-09 10:46:42.473949,Eine 7. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,7,A 7. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,1.0
1047,1060,6,91.0,2023-08-09 10:46:41.993883,Ich habe nicht gearbeitet und hatte mehr Zeit für mich.,Follow/Neutral,,,Reviewing Past Successes,2023-08-09 10:46:51.231074,"Könntest du einen Moment in der Vergangenheit identifizieren, in dem du trotz Ablenkungen oder Stress in der Lage warst, effektiv zu arbeiten oder zu lernen",gut/hilfreich,konzetriert sich auf positive Erfahrungen,Follow/Neutral,,,I didn't work and had more time for myself.,Could you identify a moment in the past when you were able to work or learn effectively despite distractions or stress?,0.0
1048,1061,1,94.0,2023-08-09 10:46:45.143607,start,Follow/Neutral,,,,2023-08-09 10:46:46.807501,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
1049,1062,2,94.0,2023-08-09 10:47:19.335613,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-09 10:47:21.016074,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to eat healthier,So you want to eat healthier. Can you tell me something about why this change is important to you?,0.0
1050,1063,11,90.0,2023-08-09 10:48:02.35304,nein,Follow/Neutral,,,Next Steps,2023-08-09 10:48:04.238212,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,Follow/Neutral,,,yes,Please tell me again what your next step will be concrete.,1.0
1051,1064,3,94.0,2023-08-09 10:48:12.281804,durch falsche Ernährung nimmt man zu und ist sicherlich auch anfälliger für Krankheiten,change,Reason,General Reason,,2023-08-09 10:48:15.576227,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,change,Reason,General Reason,by wrong diet one increases and is certainly also more susceptible to diseases,How ready are you to perform this change on a scale from 0 (not at all) to 10 (very)?,0.0
1052,1065,5,93.0,2023-08-09 10:48:14.856724,"Weil ich weiß, dass ich gerne möchte, und einiges schon geändert habe. Aber zum Beispiel auf mein Auto verzichten, dazu bin ich aus Bequemlichkeit noch zu egoistisch. Genauso esse ich manchmal tierische Produkte aus schlechter Tierhaltung.",change,Taking Steps,,,2023-08-09 10:48:30.106178,"Es klingt so, als hättest du bereits einige positive Veränderungen vorgenommen und du bist dir bewusst, dass es noch mehr gibt, die du machen könntest. Das ist ein guter Anfang. 

Es ist wichtig, nicht zu hart mit dir selbst zu sein. Jeder kleine Schritt, den du machst, ist ein Beitrag. Und es ist normal, dass Veränderungen Zeit brauchen und manchmal schwierig sein können.

Wel",gut/hilfreich,"Die Antwort hat erkannt, dass ich schon einiges tu, aber noch nicht alles was ich möchte und womöglich ein schlechtes Gewissen deswegen habe. Darum passt es dass mir gesagt wird, dass ich nicht zu hart mit mir sein soll, auch wenn es nichts an meinem jetzigen Verhalten ändern würde",change,Taking Steps,,"Because I know that I would like to, and that I have already changed a lot. But for example, do not use my car, I am still too selfish for convenience. I also eat animal products from poor animal husbandry sometimes.",It sounds like you've already made some positive changes and you're aware that there's more you could do. That's a good start. It's important not to be too hard on yourself. Every little step you take is a contribution. And it's normal that changes need time and can sometimes be difficult.,1.0
1053,1066,4,94.0,2023-08-09 10:48:23.487878,6,Follow/Neutral,,,,2023-08-09 10:48:25.36245,Eine 6. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,6,A 6. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,0.0
1054,1067,7,92.0,2023-08-09 10:48:24.096156,"In der letzten Arbeitswoche nahezu täglich, da ich meist länger geblieben bin, als es nötig gewesen wäre, hätte ich weniger prokrastiniert. Außerdem hatte ich fast jeden Abend ein schlechtes Gewissen, dass ich nicht mein persönliches Ziel erreicht habe.",sustain,Taking Steps,,Disarming,2023-08-09 10:48:38.550959,"Du hattest also in der letzten Woche fast täglich das Gefühl, dass Prokrastination sowohl deine Arbeitszeit als auch deine Freizeit beeinträchtigt hat. Was gefällt dir an deinem derzeitigen Verhalten, also dem Prokrastinieren",schlecht/unpassend,Sie bringt mich ebenfalls kein Stück weiter,sustain,Taking Steps,,"In the last week of work, almost every day, since I usually stayed longer than it would have been necessary, I would have procrastinated less. Moreover, almost every night I felt guilty that I had not achieved my personal goal.","So in the last week, you felt almost daily that procrastination has affected both your working time and your leisure time. What do you like about your current behavior, that is, procrastination?",1.0
1055,1068,7,91.0,2023-08-09 10:48:30.682609,Nein,Follow/Neutral,,,Looking Forward,2023-08-09 10:48:39.307428,"Stell dir vor, du wachst morgen auf und ein Wunder ist geschehen. Du prokrastinierst nicht mehr. Wie würdest du merken, dass sich etwas verändert hat",schlecht/unpassend,,Follow/Neutral,,,Yes,Imagine you wake up tomorrow and a miracle has happened. You don't procrastinate anymore. How would you notice that something has changed?,0.0
1056,1069,12,90.0,2023-08-09 10:48:35.358807,Beim Kauf von Möbeln gebrauchte zu kaufen,Follow/Neutral,,,Goodbye,2023-08-09 10:48:37.119688,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,Buy used furniture when buying,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,1.0
1057,1070,5,94.0,2023-08-09 10:49:00.989286,weil ich mich selber nicht unter druck setzten will,sustain,Reason,desire,Amplified,2023-08-09 10:49:10.591288,"Du möchtest dich also nicht unter Druck setzen. Das ist sehr verständlich. Was glaubst du, könnte dir helfen, dein Ziel der gesunden Ernährung zu erreichen, ohne dich dabei unter Druck zu setzen",gut/hilfreich,er stellt die direkte Frage die ich auch erwartet hätte/habe,sustain,Reason,desire,because I don't want to put pressure on myself,So you don't want to put pressure on yourself. That's very understandable. What do you think could help you achieve your goal of healthy nutrition without putting pressure on you?,0.0
1058,1071,8,92.0,2023-08-09 10:49:26.24007,Nichts.,Follow/Neutral,,,Elaboration,2023-08-09 10:49:34.221639,"Du siehst also keinen Vorteil im Prokrastinieren. Gibt es noch etwas anderes, das du mir zu diesem Thema sagen möchtest",schlecht/unpassend,Sie bringt mich nicht weiter. Selbst reflektieren kann ich auch ohne Chatbot.,Follow/Neutral,,,Nothing.,So you don't see any advantage in procrastinating. Is there anything else you want to tell me on this subject?,1.0
1059,1072,9,92.0,2023-08-09 10:50:21.383219,Nein,Follow/Neutral,,,Looking Forward,2023-08-09 10:50:30.536672,"Gut. Jetzt, da wir etwas tiefer in das Thema eingetaucht sind, würde ich dich bitten, dir vorzustellen, wie es wäre, wenn du nicht mehr prokrastinierst. Wie würde sich dein Alltag verändern",schlecht/unpassend,Die Antwort darauf habe ich inzwischen 2 Mal gegeben,Follow/Neutral,,,Yes,"Well, now that we're a little deeper into the subject, I'd ask you to imagine what it would be like if you stopped procrastinating. How would your everyday life change?",1.0
1060,1073,6,94.0,2023-08-09 10:50:35.688596,ich möchte es langsam angehen und nicht radikal von heute auf morgen ändern,change,Reason,desire,Elaboration,2023-08-09 10:50:44.337142,"Du möchtest also einen schrittweisen Ansatz wählen. Kannst du dir vorstellen, wie der erste Schritt aussehen könnte",gut/hilfreich,auch hier finde ich die Antwort  einfach und auf den Punkte gebracht ohne das der Bot schon vorrausspringt,change,Reason,desire,I want to take it slow and not radically change it from today to tomorrow,So you want to take a step-by-step approach. Can you imagine what the first step might look like?,0.0
1061,1074,6,93.0,2023-08-09 10:50:55.649735,hallo,Follow/Neutral,,,,2023-08-09 10:50:59.923663,Hallo! Wie kann ich dir weiterhelfen,gut/hilfreich,"Ist meine letzte Antwort angekommen? Ich fand die vorherige ANtwort passend, weil mir mein schlechtes Gewissen genommen wurde. Aber an meinem Verhalten ändert sie nichts.",Follow/Neutral,,,Hello,How can I help you?,1.0
1062,1075,10,92.0,2023-08-09 10:51:18.15809,Ich hätte mehr Freizeit und weniger Stress,Follow/Neutral,,,Summary,2023-08-09 10:53:29.378285,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,"Keine Ahnung was mein nächster Schritt sein wird? Wenn ich das wüsste, hätte ich das Problem der Prokrastination überhaupt nicht",Follow/Neutral,,,I'd have more free time and less stress,Please tell me again what your next step will be concrete.,1.0
1063,1076,8,91.0,2023-08-09 10:51:31.901689,wenn ich meine Entscheidungen weniger hinterfrage,change,Reason,ability,Elaboration,2023-08-09 10:51:42.290324,"Weniger zu hinterfragen, das könnte eine bemerkenswerte Veränderung sein. Was könnte noch anders sein, wenn du aufhörst zu prokrastinieren",schlecht/unpassend,nicht besonders hilfreich,change,Reason,ability,when I question my decisions less,"Less questioning, this could be a remarkable change. What else could be if you stop procrastinating?",0.0
1064,1077,7,93.0,2023-08-09 10:52:27.149429,wie geht diese studie weiter?,Follow/Neutral,,,,2023-08-09 10:52:38.517869,"Entschuldigung für die Unterbrechung. Lass uns fortfahren.

Du hast bereits eine Menge über deine Motivation und dein aktuelles Level an Engagement für nachhaltigeres Leben gesprochen. Das ist toll!

Nun, um ein tieferes Verständnis zu bekommen und um dir dabei zu helfen, einen Plan zu erstellen, würde ich gerne mehr darüber erfahren, was du als deine nächsten Schritte siehst.

Also, was denkst du",gut/hilfreich,"Ab und zu zu Fuß gehen, wenn es die Entfernung und Zeit zu lässt, z.B. zur Arbeit oder in die Stadt",Follow/Neutral,,,how does this study proceed?,"Sorry for the interruption. Let's continue. You've already talked a lot about your motivation and your current level of commitment to more sustainable life. That's great! Well, to get a deeper understanding and to help you create a plan, I'd like to learn more about what you see as your next steps. So, what do you think?",1.0
1065,1078,9,91.0,2023-08-09 10:53:12.581433,Mehr Zeit für hobbys,Follow/Neutral,,,Continuing the Paragraph,2023-08-09 10:53:21.571173,"Mehr Zeit für Hobbys, das klingt nach einem lohnenswerten Ziel. Wie wirst du wissen, dass du auf dem richtigen Weg bist",schlecht/unpassend,,Follow/Neutral,,,More Time for Hobbys,"More time for hobbies, that sounds like a worthwhile goal. How will you know that you're on the right track?",0.0
1066,1079,7,94.0,2023-08-09 10:53:26.980172,Vielleicht in der Analyse der Lebensmittel die ich im Moment esse und welche gut und welche schlecht für die Veränderung sind um darauf aufzubauen und einen Plan zu erstellen was ich beibehalten sollte und was ich reduzieren sollte,change,Taking Steps,,Reviewing Past Successes,2023-08-09 10:53:34.062103,"Das klingt nach einem guten Anfang. Was hat dir in der Vergangenheit geholfen, um eine Veränderung erfolgreich umzusetzen",gut/hilfreich,"die Antwort ist sehr einfach gehalten, aber ich denke er will mit seinen Erwiderung mir keine Worte in den Mund legen, so das ich alles mit meinen eigene Worten sage",change,Taking Steps,,Perhaps in the analysis of the foods I eat at the moment and which are good and which are bad for the change to build on and create a plan what I should maintain and what I should reduce,That sounds like a good start. What helped you in the past to successfully implement a change?,0.0
1067,1080,1,95.0,2023-08-09 10:53:32.812187,start,Follow/Neutral,,,,2023-08-09 10:53:34.750318,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
1068,1081,8,93.0,2023-08-09 10:54:23.265069,hast du meine antwort bekommen?,Follow/Neutral,,,,2023-08-09 10:54:33.193955,Ich habe keine weitere Antwort von dir erhalten. Du wolltest mir von deinen nächsten Schritten in Bezug auf ein nachhaltigeres Leben erzählen. Was hast du vor,gut/hilfreich,"ich möchte vll. einmal in der woche einen weg, den ich sonst mit dem auto fahren würde, zu fuß zurücklegen",Follow/Neutral,,,did you get my answer?,I didn't get another answer from you. You wanted to tell me about your next steps towards a more sustainable life.,1.0
1069,1082,2,95.0,2023-08-09 10:54:30.382314,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-09 10:54:32.364436,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to eat healthier,So you want to eat healthier. Can you tell me something about why this change is important to you?,0.0
